contour_chin.x,contour_chin.y,contour_left1.x,contour_left1.y,contour_left2.x,contour_left2.y,contour_left3.x,contour_left3.y,contour_left4.x,contour_left4.y,contour_left5.x,contour_left5.y,contour_left6.x,contour_left6.y,contour_left7.x,contour_left7.y,contour_left8.x,contour_left8.y,contour_left9.x,contour_left9.y,contour_right1.x,contour_right1.y,contour_right2.x,contour_right2.y,contour_right3.x,contour_right3.y,contour_right4.x,contour_right4.y,contour_right5.x,contour_right5.y,contour_right6.x,contour_right6.y,contour_right7.x,contour_right7.y,contour_right8.x,contour_right8.y,contour_right9.x,contour_right9.y,class
0.537735849,0.801886792,0,0,0,0.113207547,0.009433962,0.226415094,0.028301887,0.349056604,0.056603774,0.471698113,0.103773585,0.575471698,0.188679245,0.660377358,0.283018868,0.735849057,0.396226415,0.783018868,1,-0.009433962,1,0.103773585,0.990566038,0.216981132,0.981132075,0.330188679,0.952830189,0.443396226,0.91509434,0.547169811,0.849056604,0.641509434,0.764150943,0.716981132,0.660377358,0.773584906,2
0.538461538,0.846153846,0,0,0,0.125,0,0.25,0.009615385,0.375,0.038461538,0.5,0.086538462,0.615384615,0.173076923,0.711538462,0.278846154,0.778846154,0.403846154,0.826923077,1,0,1.009615385,0.115384615,1.009615385,0.230769231,1,0.346153846,0.980769231,0.471153846,0.932692308,0.576923077,0.875,0.673076923,0.788461538,0.759615385,0.673076923,0.817307692,3
0.485436893,0.766990291,0,0,0,0.106796117,0,0.223300971,0.009708738,0.330097087,0.038834951,0.446601942,0.087378641,0.54368932,0.155339806,0.631067961,0.252427184,0.699029126,0.359223301,0.747572816,1,0.009708738,1,0.126213592,0.990291262,0.233009709,0.970873786,0.349514563,0.951456311,0.45631068,0.893203883,0.563106796,0.825242718,0.640776699,0.72815534,0.708737864,0.611650485,0.757281553,2
0.522727273,0.852272727,0,0,0,0.125,0.011363636,0.25,0.022727273,0.363636364,0.056818182,0.488636364,0.102272727,0.602272727,0.181818182,0.693181818,0.272727273,0.772727273,0.386363636,0.829545455,1,0,1,0.125,1,0.238636364,0.977272727,0.352272727,0.954545455,0.477272727,0.909090909,0.579545455,0.852272727,0.681818182,0.761363636,0.761363636,0.659090909,0.829545455,3
0.521276596,0.765957447,0,0,0,0.106382979,0.010638298,0.223404255,0.031914894,0.340425532,0.063829787,0.446808511,0.117021277,0.553191489,0.191489362,0.638297872,0.287234043,0.70212766,0.393617021,0.755319149,1,-0.010638298,1,0.106382979,1,0.212765957,0.978723404,0.319148936,0.946808511,0.436170213,0.904255319,0.531914894,0.829787234,0.617021277,0.744680851,0.691489362,0.64893617,0.744680851,1
0.520408163,0.775510204,0,0,0,0.112244898,0.010204082,0.224489796,0.030612245,0.336734694,0.06122449,0.448979592,0.112244898,0.551020408,0.193877551,0.632653061,0.285714286,0.704081633,0.397959184,0.755102041,1,-0.010204082,1,0.102040816,0.989795918,0.214285714,0.969387755,0.326530612,0.93877551,0.428571429,0.897959184,0.530612245,0.826530612,0.612244898,0.744897959,0.693877551,0.642857143,0.744897959,1
0.494623656,0.827956989,0,0,-0.010752688,0.11827957,-0.010752688,0.23655914,0.010752688,0.35483871,0.032258065,0.47311828,0.086021505,0.580645161,0.150537634,0.677419355,0.247311828,0.752688172,0.35483871,0.806451613,1,0.010752688,1,0.129032258,1,0.247311828,0.978494624,0.365591398,0.946236559,0.483870968,0.903225806,0.591397849,0.827956989,0.677419355,0.731182796,0.752688172,0.623655914,0.806451613,3
0.484536082,0.742268041,0,0,0,0.103092784,0,0.216494845,0.020618557,0.319587629,0.041237113,0.432989691,0.092783505,0.525773196,0.164948454,0.608247423,0.257731959,0.680412371,0.360824742,0.721649485,1,0.010309278,1,0.113402062,0.989690722,0.226804124,0.979381443,0.340206186,0.948453608,0.443298969,0.896907216,0.546391753,0.81443299,0.618556701,0.721649485,0.680412371,0.608247423,0.721649485,1
0.525252525,0.818181818,0,0,0,0.121212121,0.01010101,0.242424242,0.03030303,0.353535354,0.060606061,0.474747475,0.111111111,0.575757576,0.191919192,0.666666667,0.282828283,0.747474747,0.393939394,0.797979798,1,0.01010101,1,0.121212121,0.98989899,0.232323232,0.96969697,0.343434343,0.939393939,0.454545455,0.888888889,0.555555556,0.828282828,0.646464646,0.747474747,0.727272727,0.646464646,0.787878788,3
0.5,0.826530612,0,0,0,0.112244898,0.010204082,0.234693878,0.020408163,0.346938776,0.051020408,0.469387755,0.102040816,0.571428571,0.173469388,0.663265306,0.255102041,0.744897959,0.367346939,0.806122449,1,-0.010204082,1,0.112244898,0.989795918,0.224489796,0.969387755,0.346938776,0.93877551,0.459183673,0.897959184,0.571428571,0.826530612,0.663265306,0.734693878,0.744897959,0.632653061,0.806122449,3
0.517241379,0.770114943,0,0,0,0.114942529,0.011494253,0.218390805,0.034482759,0.333333333,0.068965517,0.436781609,0.126436782,0.528735632,0.206896552,0.620689655,0.287356322,0.689655172,0.390804598,0.747126437,1,-0.011494253,1,0.103448276,0.988505747,0.206896552,0.977011494,0.32183908,0.942528736,0.425287356,0.885057471,0.517241379,0.816091954,0.609195402,0.735632184,0.689655172,0.632183908,0.747126437,1
0.515463918,0.742268041,0,0,0,0.103092784,0.010309278,0.206185567,0.030927835,0.319587629,0.072164948,0.422680412,0.134020619,0.515463918,0.206185567,0.597938144,0.288659794,0.659793814,0.391752577,0.721649485,1,-0.010309278,1,0.092783505,0.989690722,0.206185567,0.958762887,0.309278351,0.927835052,0.402061856,0.87628866,0.494845361,0.804123711,0.577319588,0.721649485,0.649484536,0.628865979,0.711340206,1
0.52173913,0.77173913,0,0,0,0.108695652,0.010869565,0.217391304,0.032608696,0.326086957,0.076086957,0.434782609,0.130434783,0.532608696,0.206521739,0.608695652,0.293478261,0.684782609,0.391304348,0.75,1,-0.010869565,1,0.097826087,0.989130435,0.206521739,0.967391304,0.315217391,0.934782609,0.423913043,0.880434783,0.52173913,0.815217391,0.608695652,0.72826087,0.684782609,0.641304348,0.75,1
0.514285714,0.80952381,0,0,0,0.123809524,0,0.238095238,0.019047619,0.352380952,0.047619048,0.476190476,0.095238095,0.580952381,0.171428571,0.666666667,0.266666667,0.742857143,0.380952381,0.79047619,1,0,1,0.114285714,1,0.228571429,0.980952381,0.342857143,0.952380952,0.457142857,0.904761905,0.561904762,0.838095238,0.657142857,0.752380952,0.733333333,0.638095238,0.79047619,3
