contour_chin.x,contour_chin.y,contour_left1.x,contour_left1.y,contour_left2.x,contour_left2.y,contour_left3.x,contour_left3.y,contour_left4.x,contour_left4.y,contour_left5.x,contour_left5.y,contour_left6.x,contour_left6.y,contour_left7.x,contour_left7.y,contour_left8.x,contour_left8.y,contour_left9.x,contour_left9.y,contour_right1.x,contour_right1.y,contour_right2.x,contour_right2.y,contour_right3.x,contour_right3.y,contour_right4.x,contour_right4.y,contour_right5.x,contour_right5.y,contour_right6.x,contour_right6.y,contour_right7.x,contour_right7.y,contour_right8.x,contour_right8.y,contour_right9.x,contour_right9.y,class
0.537735849,1,0,0,0,0.14117647,0.009433962,0.282352941,0.028301887,0.435294118,0.056603774,0.588235294,0.103773585,0.717647059,0.188679245,0.823529412,0.283018868,0.91764706,0.396226415,0.976470589,1,-0.011764706,1,0.129411765,0.990566038,0.270588235,0.981132075,0.411764706,0.952830189,0.552941176,0.91509434,0.682352941,0.849056604,0.8,0.764150943,0.894117647,0.660377358,0.964705883,2
0.538461538,1,0,0,0,0.147727273,0,0.295454546,0.009615385,0.443181818,0.038461538,0.590909091,0.086538462,0.727272727,0.173076923,0.840909092,0.278846154,0.920454546,0.403846154,0.977272728,1,0,1.009615385,0.136363636,1.009615385,0.272727273,1,0.409090909,0.980769231,0.556818182,0.932692308,0.681818182,0.875,0.795454546,0.788461538,0.897727273,0.673076923,0.965909091,2
0.485436893,1,0,0,0,0.139240507,0,0.291139241,0.009708738,0.430379746,0.038834951,0.582278482,0.087378641,0.708860759,0.155339806,0.82278481,0.252427184,0.911392405,0.359223301,0.974683545,1,0.012658228,1,0.164556962,0.990291262,0.303797469,0.970873786,0.455696203,0.951456311,0.59493671,0.893203883,0.734177215,0.825242718,0.835443038,0.72815534,0.924050633,0.611650485,0.987341772,2
0.522727273,1,0,0,0,0.146666667,0.011363636,0.293333333,0.022727273,0.426666667,0.056818182,0.573333334,0.102272727,0.706666667,0.181818182,0.813333333,0.272727273,0.906666667,0.386363636,0.973333334,1,0,1,0.146666667,1,0.280000001,0.977272727,0.413333333,0.954545455,0.56,0.909090909,0.680000001,0.852272727,0.8,0.761363636,0.893333333,0.659090909,0.973333334,2
0.5,1,0,0,0,0.14084507,0,0.281690141,0.022222222,0.436619718,0.055555556,0.577464789,0.1,0.704225353,0.177777778,0.816901408,0.266666667,0.90140845,0.377777778,0.985915493,1,0.014084507,1,0.154929577,0.988888889,0.295774647,0.966666667,0.436619718,0.933333333,0.577464789,0.888888889,0.704225353,0.822222222,0.802816901,0.733333333,0.90140845,0.633333333,0.971830986,2
0.521276596,1,0,0,0,0.138888889,0.010638298,0.291666666,0.031914894,0.444444444,0.063829787,0.583333334,0.117021277,0.722222222,0.191489362,0.833333333,0.287234043,0.916666667,0.393617021,0.986111111,1,-0.013888889,1,0.138888889,1,0.277777777,0.978723404,0.416666666,0.946808511,0.569444445,0.904255319,0.694444445,0.829787234,0.805555556,0.744680851,0.902777778,0.64893617,0.972222222,1
0.49122807,1,0,0,0,0.142857143,0.01754386,0.274725275,0.043859649,0.417582417,0.070175439,0.549450549,0.122807018,0.681318681,0.192982456,0.791208791,0.271929825,0.89010989,0.368421053,0.967032968,1,0,1,0.142857143,0.98245614,0.285714285,0.964912281,0.428571428,0.929824561,0.56043956,0.877192982,0.681318681,0.807017544,0.791208791,0.719298246,0.89010989,0.622807018,0.978021978,2
0.472527473,1,0,0,0,0.131578948,0.010989011,0.27631579,0.021978022,0.407894737,0.054945055,0.55263158,0.098901099,0.671052631,0.164835165,0.789473684,0.241758242,0.894736842,0.340659341,0.97368421,1,0,1,0.144736842,0.989010989,0.289473685,0.967032967,0.434210527,0.923076923,0.565789474,0.868131868,0.697368421,0.802197802,0.802631579,0.714285714,0.907894737,0.604395604,0.97368421,2
0.520408163,1,0,0,0,0.144736842,0.010204082,0.289473684,0.030612245,0.434210527,0.06122449,0.578947369,0.112244898,0.710526316,0.193877551,0.815789473,0.285714286,0.907894737,0.397959184,0.973684211,1,-0.013157895,1,0.131578947,0.989795918,0.276315789,0.969387755,0.421052631,0.93877551,0.55263158,0.897959184,0.684210527,0.826530612,0.789473684,0.744897959,0.894736842,0.642857143,0.960526316,1
0.5,1,0,0,0,0.144444445,0.00877193,0.288888888,0.026315789,0.433333333,0.052631579,0.577777778,0.105263158,0.7,0.175438596,0.822222222,0.263157895,0.911111112,0.377192982,0.977777779,1,-0.011111111,1,0.133333334,0.99122807,0.277777778,0.973684211,0.433333333,0.938596491,0.577777778,0.894736842,0.7,0.824561404,0.822222222,0.728070175,0.911111112,0.622807018,0.977777779,2
0.494623656,1,0,0,-0.010752688,0.142857143,-0.010752688,0.285714286,0.010752688,0.428571429,0.032258065,0.571428572,0.086021505,0.701298701,0.150537634,0.818181819,0.247311828,0.909090909,0.35483871,0.974025974,1,0.012987013,1,0.155844156,1,0.298701299,0.978494624,0.441558442,0.946236559,0.584415585,0.903225806,0.714285714,0.827956989,0.818181819,0.731182796,0.909090909,0.623655914,0.974025974,2
0.5,1,0,0,0,0.144927537,0.011363636,0.289855072,0.034090909,0.434782609,0.068181818,0.565217391,0.125,0.695652173,0.193181818,0.797101449,0.272727273,0.898550725,0.375,0.971014492,1,0,1,0.144927537,0.988636364,0.275362319,0.965909091,0.420289856,0.931818182,0.565217391,0.875,0.68115942,0.806818182,0.797101449,0.727272727,0.898550725,0.625,0.971014492,2
0.484536082,1,0,0,0,0.13888889,0,0.291666666,0.020618557,0.430555556,0.041237113,0.583333334,0.092783505,0.708333334,0.164948454,0.819444445,0.257731959,0.916666667,0.360824742,0.972222223,1,0.013888888,1,0.152777778,0.989690722,0.305555556,0.979381443,0.458333334,0.948453608,0.597222222,0.896907216,0.736111112,0.81443299,0.833333334,0.721649485,0.916666667,0.608247423,0.972222223,1
0.480769231,1,0,0,0,0.14117647,0.009615385,0.282352942,0.028846154,0.423529412,0.057692308,0.552941177,0.105769231,0.682352942,0.173076923,0.8,0.25,0.894117648,0.355769231,0.976470589,1,-0.011764706,0.990384615,0.129411765,0.980769231,0.270588235,0.961538462,0.423529412,0.923076923,0.564705883,0.875,0.694117647,0.807692308,0.8,0.711538462,0.905882353,0.605769231,0.976470589,2
0.494117647,1,0,0,0,0.138461539,0.011764706,0.292307693,0.023529412,0.430769231,0.058823529,0.584615386,0.105882353,0.707692309,0.176470588,0.830769232,0.258823529,0.907692308,0.364705882,0.984615384,1,0.015384616,1,0.16923077,0.988235294,0.307692308,0.964705882,0.461538461,0.929411765,0.6,0.882352941,0.723076923,0.811764706,0.830769232,0.717647059,0.923076924,0.611764706,0.984615384,2
0.517241379,1,0,0,0,0.149253732,0.011494253,0.28358209,0.034482759,0.43283582,0.068965517,0.567164179,0.126436782,0.686567164,0.206896552,0.805970149,0.287356322,0.895522387,0.390804598,0.970149253,1,-0.014925373,1,0.134328358,0.988505747,0.268656717,0.977011494,0.417910447,0.942528736,0.552238805,0.885057471,0.67164179,0.816091954,0.791044775,0.735632184,0.895522387,0.632183908,0.970149253,1
0.515463918,1,0,0,0,0.13888889,0.010309278,0.277777778,0.030927835,0.430555556,0.072164948,0.569444444,0.134020619,0.694444445,0.206185567,0.805555555,0.288659794,0.888888889,0.391752577,0.972222223,1,-0.013888888,1,0.125,0.989690722,0.277777778,0.958762887,0.416666667,0.927835052,0.541666667,0.87628866,0.666666667,0.804123711,0.777777779,0.721649485,0.875,0.628865979,0.958333333,1
0.52173913,1,0,0,0,0.14084507,0.010869565,0.281690141,0.032608696,0.422535212,0.076086957,0.563380282,0.130434783,0.690140846,0.206521739,0.788732395,0.293478261,0.887323945,0.391304348,0.971830986,1,-0.014084507,1,0.126760564,0.989130435,0.267605634,0.967391304,0.408450704,0.934782609,0.549295774,0.880434783,0.676056338,0.815217391,0.788732395,0.72826087,0.887323945,0.641304348,0.971830986,1
0.517482517,1,0,0,0,0.145454546,0.013986014,0.281818182,0.041958042,0.427272728,0.076923077,0.563636364,0.132867133,0.690909091,0.202797203,0.8,0.293706294,0.890909091,0.391608392,0.972727273,1,0,1,0.136363637,0.986013986,0.281818182,0.965034965,0.418181819,0.93006993,0.554545455,0.881118881,0.672727272,0.811188811,0.781818182,0.734265734,0.881818182,0.636363636,0.963636364,1
0.490566038,1,0,0,0,0.134146342,0.009433962,0.280487805,0.028301887,0.426829268,0.056603774,0.560975609,0.113207547,0.695121951,0.179245283,0.804878048,0.264150943,0.902439025,0.367924528,0.975609755,1,0,0.990566038,0.146341463,0.981132075,0.280487805,0.962264151,0.426829268,0.924528302,0.560975609,0.877358491,0.695121951,0.801886792,0.804878048,0.716981132,0.902439025,0.622641509,0.975609755,1
0.505154639,1,0,0,0,0.131578948,0.010309278,0.276315789,0.030927835,0.421052631,0.06185567,0.565789473,0.113402062,0.684210526,0.18556701,0.802631578,0.278350515,0.894736842,0.381443299,0.960526316,1,-0.013157894,1.010309278,0.131578948,1,0.276315789,0.979381443,0.421052631,0.948453608,0.565789473,0.907216495,0.684210526,0.835051546,0.802631578,0.742268041,0.894736842,0.639175258,0.97368421,1
0.494505495,1,0,0,0,0.140845071,0.010989011,0.281690141,0.032967033,0.422535212,0.054945055,0.563380282,0.10989011,0.690140845,0.175824176,0.802816901,0.263736264,0.887323944,0.362637363,0.971830986,1,-0.014084507,1,0.140845071,0.989010989,0.281690141,0.967032967,0.422535212,0.934065934,0.563380282,0.879120879,0.690140845,0.813186813,0.802816901,0.725274725,0.901408451,0.615384615,0.971830986,1
0.47311828,1,0,0,0.010752688,0.142857143,0.021505376,0.285714285,0.043010753,0.414285714,0.075268817,0.542857144,0.129032258,0.671428571,0.204301075,0.771428571,0.279569892,0.871428571,0.365591398,0.971428572,1,0,0.989247312,0.142857143,0.978494624,0.285714285,0.956989247,0.428571428,0.913978495,0.557142858,0.849462366,0.685714285,0.774193548,0.785714285,0.698924731,0.885714286,0.602150538,0.971428572,1
0.489361702,1,0,0,0,0.150684932,0.010638298,0.287671232,0.031914894,0.424657534,0.074468085,0.561643836,0.127659574,0.671232877,0.20212766,0.780821918,0.276595745,0.876712329,0.372340426,0.958904109,1,0,1,0.136986302,0.978723404,0.287671232,0.957446809,0.424657534,0.914893617,0.547945205,0.85106383,0.671232877,0.787234043,0.780821918,0.70212766,0.876712329,0.617021277,0.958904109,1
0.474820144,1,0,0,0,0.138888889,0.014388489,0.277777778,0.035971223,0.416666667,0.071942446,0.546296297,0.122302158,0.666666668,0.18705036,0.777777778,0.26618705,0.879629629,0.35971223,0.962962963,1,0,0.992805755,0.138888889,0.978417266,0.287037037,0.956834532,0.425925926,0.920863309,0.564814815,0.863309353,0.685185186,0.791366906,0.796296297,0.705035971,0.898148149,0.604316547,0.972222222,1
0.507692308,1,0,0,-0.007692308,0.142857143,0,0.295918367,0.015384615,0.43877551,0.046153846,0.591836734,0.1,0.714285714,0.176923077,0.826530612,0.269230769,0.918367346,0.376923077,0.979591836,1,0.010204082,1,0.153061224,0.992307692,0.295918367,0.976923077,0.43877551,0.953846154,0.581632652,0.9,0.714285714,0.830769231,0.826530612,0.738461538,0.918367346,0.630769231,0.979591836,1
0.494736842,1,0,0,0,0.136986301,0.010526316,0.287671233,0.031578947,0.424657533,0.063157895,0.561643835,0.115789474,0.684931506,0.189473684,0.794520548,0.273684211,0.890410958,0.378947368,0.972602739,1,-0.01369863,1,0.136986301,0.989473684,0.273972603,0.968421053,0.410958904,0.936842105,0.561643835,0.884210526,0.684931506,0.810526316,0.794520548,0.726315789,0.890410958,0.621052632,0.972602739,1
0.482352941,1,0,0,0,0.136363636,0.011764706,0.287878788,0.023529412,0.424242425,0.058823529,0.560606061,0.105882353,0.681818182,0.176470588,0.787878788,0.258823529,0.893939394,0.364705882,0.969696969,1,0,1,0.136363636,0.988235294,0.287878788,0.976470588,0.43939394,0.941176471,0.575757577,0.882352941,0.696969698,0.811764706,0.803030304,0.717647059,0.893939394,0.611764706,0.969696969,1
0.495049505,1,0,0,0,0.139240506,0.00990099,0.278481012,0.02970297,0.417721519,0.059405941,0.556962025,0.118811881,0.683544303,0.188118812,0.784810126,0.277227723,0.886075949,0.376237624,0.962025317,1,-0.012658228,1.00990099,0.126582278,1,0.278481012,0.98019802,0.417721519,0.940594059,0.556962025,0.891089109,0.683544303,0.811881188,0.784810126,0.732673267,0.886075949,0.623762376,0.962025317,1
0.5,1,0,0,0.007352941,0.145631068,0.022058824,0.281553398,0.044117647,0.427184466,0.073529412,0.563106796,0.132352941,0.689320389,0.198529412,0.796116504,0.279411765,0.893203883,0.382352941,0.970873787,1,0,1,0.145631068,0.985294118,0.291262136,0.963235294,0.427184466,0.926470588,0.563106796,0.875,0.689320389,0.801470588,0.796116504,0.720588235,0.893203883,0.625,0.970873787,1
