contour_chin.x,contour_chin.y,contour_left1.x,contour_left1.y,contour_left2.x,contour_left2.y,contour_left3.x,contour_left3.y,contour_left4.x,contour_left4.y,contour_left5.x,contour_left5.y,contour_left6.x,contour_left6.y,contour_left7.x,contour_left7.y,contour_left8.x,contour_left8.y,contour_left9.x,contour_left9.y,contour_right1.x,contour_right1.y,contour_right2.x,contour_right2.y,contour_right3.x,contour_right3.y,contour_right4.x,contour_right4.y,contour_right5.x,contour_right5.y,contour_right6.x,contour_right6.y,contour_right7.x,contour_right7.y,contour_right8.x,contour_right8.y,contour_right9.x,contour_right9.y,class
0.514285714,1,0,0,0,0.149425288,0.00952381,0.298850575,0.028571429,0.436781609,0.047619048,0.574712643,0.095238095,0.712643677,0.161904762,0.827586207,0.257142857,0.91954023,0.371428571,0.977011494,1,0,1,0.137931034,1,0.287356322,0.980952381,0.425287356,0.961904762,0.563218391,0.914285714,0.701149425,0.847619048,0.804597701,0.761904762,0.908045976,0.647619048,0.977011494,a
0.550458716,1,0,0,0,0.159090909,0.009174312,0.306818182,0.027522936,0.454545454,0.064220183,0.602272727,0.119266055,0.727272726,0.201834862,0.840909091,0.302752294,0.931818181,0.412844037,0.988636364,1,-0.011363636,1,0.136363636,0.990825688,0.284090909,0.981651376,0.420454545,0.95412844,0.556818181,0.917431193,0.681818182,0.853211009,0.795454545,0.779816514,0.897727272,0.678899083,0.965909091,a
0.504854369,1,0,0,0,0.15,0.009708738,0.2875,0.019417476,0.4375,0.048543689,0.587500001,0.097087379,0.7125,0.165048544,0.825,0.262135922,0.9125,0.368932039,0.975,1,0,1,0.15,0.990291262,0.3,0.980582524,0.4375,0.951456311,0.587500001,0.902912621,0.7125,0.834951456,0.825,0.737864078,0.9125,0.631067961,0.975,b
0.511111111,1,0,0,0,0.155844155,0.011111111,0.285714285,0.033333333,0.428571429,0.055555556,0.571428571,0.111111111,0.701298701,0.177777778,0.805194805,0.266666667,0.909090909,0.377777778,0.974025973,1,0.012987013,1,0.155844155,0.988888889,0.298701299,0.977777778,0.428571429,0.955555556,0.558441558,0.911111111,0.688311688,0.844444444,0.805194805,0.755555556,0.896103896,0.644444444,0.974025973,a
0.505154639,1,0,0,0,0.162162162,0.020618557,0.297297298,0.041237113,0.432432432,0.072164948,0.581081081,0.12371134,0.702702702,0.195876289,0.810810811,0.278350515,0.905405405,0.381443299,0.972972973,1,0.027027027,0.989690722,0.175675676,0.969072165,0.310810811,0.948453608,0.445945946,0.927835052,0.594594594,0.87628866,0.716216217,0.81443299,0.824324324,0.731958763,0.918918919,0.639175258,0.986486487,b
0.515463918,1,0,0,-0.010309278,0.16,0.010309278,0.306666667,0.020618557,0.453333334,0.041237113,0.600000001,0.103092784,0.733333333,0.175257732,0.826666667,0.268041237,0.92,0.381443299,0.973333334,1,0.04,1,0.173333334,0.989690722,0.32,0.969072165,0.453333334,0.93814433,0.600000001,0.896907216,0.72,0.835051546,0.826666667,0.75257732,0.92,0.649484536,0.973333334,a
0.516393443,1,0,0,0.008196721,0.150537634,0.032786885,0.29032258,0.057377049,0.430107526,0.090163934,0.569892474,0.139344262,0.688172043,0.213114754,0.795698925,0.295081967,0.892473118,0.385245902,0.967741935,1,0,0.991803279,0.139784946,0.975409836,0.279569892,0.950819672,0.419354838,0.926229508,0.559139785,0.87704918,0.688172043,0.81147541,0.795698925,0.729508197,0.892473118,0.639344262,0.967741935,b
0.5,1,0,0,0,0.144736843,0.021276596,0.276315789,0.042553191,0.421052632,0.063829787,0.55263158,0.117021277,0.684210526,0.180851064,0.789473684,0.265957447,0.894736842,0.372340426,0.960526317,1,0.013157895,1,0.157894736,0.978723404,0.302631579,0.957446809,0.434210527,0.936170213,0.565789474,0.893617021,0.697368421,0.819148936,0.802631579,0.734042553,0.907894737,0.627659574,0.973684211,b
0.505154639,1,0,0,0,0.153846154,0.010309278,0.294871795,0.030927835,0.435897436,0.051546392,0.576923077,0.103092784,0.705128205,0.175257732,0.82051282,0.268041237,0.910256411,0.371134021,0.974358975,1,0.012820512,1,0.166666667,0.979381443,0.307692307,0.958762887,0.448717949,0.93814433,0.576923077,0.886597938,0.705128205,0.824742268,0.82051282,0.731958763,0.910256411,0.639175258,0.974358975,b
0.5,1,0,0,0,0.146067416,0.009090909,0.292134831,0.027272727,0.426966292,0.045454545,0.573033708,0.1,0.707865169,0.163636364,0.82022472,0.254545455,0.910112359,0.363636364,0.97752809,1,-0.02247191,1,0.134831461,0.990909091,0.280898876,0.981818182,0.426966292,0.954545455,0.573033708,0.9,0.696629214,0.836363636,0.808988765,0.745454545,0.910112359,0.636363636,0.97752809,b
0.510869565,1,0,0,0,0.142857142,0,0.285714286,0.02173913,0.428571428,0.043478261,0.571428572,0.086956522,0.701298701,0.163043478,0.818181818,0.260869565,0.909090909,0.369565217,0.974025973,1,-0.012987013,1,0.12987013,1,0.272727273,0.989130435,0.415584416,0.967391304,0.558441558,0.923913043,0.688311689,0.847826087,0.805194804,0.760869565,0.896103896,0.641304348,0.974025973,a
0.516129032,1,0,0,0,0.154929578,0.021505376,0.295774648,0.043010753,0.436619718,0.075268817,0.577464789,0.129032258,0.704225353,0.204301075,0.802816902,0.290322581,0.901408451,0.387096774,0.971830986,1,0,0.989247312,0.154929578,0.978494624,0.295774648,0.956989247,0.436619718,0.935483871,0.577464789,0.88172043,0.690140845,0.817204301,0.802816902,0.731182796,0.901408451,0.634408602,0.971830986,b
0.494845361,1,0,0,0,0.150684932,0.010309278,0.287671232,0.020618557,0.438356164,0.051546392,0.589041095,0.092783505,0.712328766,0.164948454,0.821917808,0.257731959,0.904109588,0.371134021,0.972602739,1,-0.01369863,1,0.150684932,1,0.287671232,0.979381443,0.438356164,0.948453608,0.589041095,0.907216495,0.712328766,0.824742268,0.821917808,0.731958763,0.917808218,0.628865979,0.972602739,b
0.485436893,1,0,0,0,0.139534883,0.009708738,0.279069768,0.029126214,0.418604651,0.058252427,0.558139535,0.097087379,0.686046512,0.165048544,0.802325582,0.252427184,0.895348838,0.349514563,0.976744187,1,-0.011627907,1,0.139534883,0.980582524,0.279069768,0.970873786,0.418604651,0.941747573,0.558139535,0.893203883,0.697674419,0.825242718,0.802325582,0.72815534,0.906976744,0.621359223,0.976744187,b
0.494117647,1,0,0,0.011764706,0.151515152,0.023529412,0.287878788,0.035294118,0.43939394,0.058823529,0.575757577,0.105882353,0.712121212,0.176470588,0.818181819,0.270588235,0.909090909,0.364705882,0.984848485,1,-0.015151515,1,0.151515152,0.988235294,0.287878788,0.976470588,0.43939394,0.941176471,0.575757577,0.894117647,0.712121212,0.835294118,0.818181819,0.741176471,0.909090909,0.635294118,0.984848485,b
0.52173913,1,0,0,0,0.153846153,0.017391304,0.296703297,0.034782609,0.43956044,0.060869565,0.571428571,0.12173913,0.703296703,0.191304348,0.813186813,0.27826087,0.912087911,0.391304348,0.978021977,1,0,1,0.142857142,0.982608696,0.285714286,0.965217391,0.428571429,0.939130435,0.56043956,0.886956522,0.692307692,0.826086957,0.802197802,0.739130435,0.89010989,0.643478261,0.967032966,b
0.514563107,1,0,0,0,0.15,0.019417476,0.3,0.038834951,0.4375,0.067961165,0.575,0.126213592,0.7125,0.194174757,0.8125,0.281553398,0.9125,0.388349515,0.975,1,-0.0125,1,0.137500001,0.980582524,0.2875,0.961165049,0.425,0.941747573,0.5625,0.893203883,0.687500001,0.825242718,0.8,0.747572816,0.9,0.640776699,0.962500001,b
0.474747475,1,0,0,0,0.146341463,0.01010101,0.280487805,0.02020202,0.414634146,0.050505051,0.548780489,0.090909091,0.68292683,0.161616162,0.792682928,0.242424242,0.890243902,0.343434343,0.975609756,1,0.012195122,0.98989899,0.158536585,0.97979798,0.304878049,0.95959596,0.439024391,0.939393939,0.573170732,0.888888889,0.707317074,0.808080808,0.817073171,0.717171717,0.914634147,0.606060606,0.975609756,b
