"contour_chin.x","contour_chin.y","contour_left1.x","contour_left1.y","contour_left2.x","contour_left2.y","contour_left3.x","contour_left3.y","contour_left4.x","contour_left4.y","contour_left5.x","contour_left5.y","contour_left6.x","contour_left6.y","contour_left7.x","contour_left7.y","contour_left8.x","contour_left8.y","contour_left9.x","contour_left9.y","contour_right1.x","contour_right1.y","contour_right2.x","contour_right2.y","contour_right3.x","contour_right3.y","contour_right4.x","contour_right4.y","contour_right5.x","contour_right5.y","contour_right6.x","contour_right6.y","contour_right7.x","contour_right7.y","contour_right8.x","contour_right8.y","contour_right9.x","contour_right9.y","class"
0.5,0.818181818,0,0,0,0.118181818,0.018181818,0.227272727,0.036363636,0.336363636,0.072727273,0.445454545,0.127272727,0.545454545,0.2,0.636363636,0.281818182,0.718181818,0.372727273,0.790909091,1,0,0.990909091,0.109090909,0.981818182,0.227272727,0.954545455,0.336363636,0.918181818,0.445454545,0.863636364,0.545454545,0.790909091,0.636363636,0.718181818,0.718181818,0.618181818,0.790909091,"a"
0.504761905,0.780952381,0,0,0,0.104761905,0.00952381,0.219047619,0.028571429,0.333333333,0.057142857,0.447619048,0.114285714,0.542857143,0.180952381,0.628571429,0.276190476,0.704761905,0.380952381,0.761904762,1,0,1,0.114285714,0.99047619,0.219047619,0.961904762,0.333333333,0.933333333,0.438095238,0.885714286,0.533333333,0.80952381,0.628571429,0.723809524,0.704761905,0.628571429,0.761904762,"a"
0.488888889,0.8,0,0,0,0.111111111,0.022222222,0.222222222,0.044444444,0.333333333,0.077777778,0.433333333,0.133333333,0.533333333,0.2,0.622222222,0.277777778,0.7,0.366666667,0.777777778,1,0.011111111,0.988888889,0.122222222,0.977777778,0.222222222,0.944444444,0.333333333,0.911111111,0.444444444,0.855555556,0.533333333,0.788888889,0.622222222,0.711111111,0.7,0.611111111,0.766666667,"a"
0.5,0.808510638,0,0,0,0.106382979,0.010638298,0.223404255,0.042553191,0.329787234,0.074468085,0.436170213,0.127659574,0.531914894,0.20212766,0.627659574,0.287234043,0.70212766,0.382978723,0.776595745,1,0,1,0.106382979,0.989361702,0.223404255,0.957446809,0.329787234,0.925531915,0.436170213,0.861702128,0.531914894,0.79787234,0.617021277,0.723404255,0.70212766,0.627659574,0.776595745,"a"
0.505154639,0.793814433,0,0,0,0.113402062,0.010309278,0.226804124,0.030927835,0.340206186,0.06185567,0.453608247,0.113402062,0.546391753,0.18556701,0.639175258,0.278350515,0.711340206,0.381443299,0.762886598,1,0,1.010309278,0.113402062,1,0.226804124,0.979381443,0.340206186,0.948453608,0.453608247,0.896907216,0.556701031,0.824742268,0.639175258,0.742268041,0.711340206,0.639175258,0.773195876,"a"
0.494505495,0.769230769,0,0,0,0.10989011,0.010989011,0.21978022,0.032967033,0.32967033,0.054945055,0.43956044,0.10989011,0.527472527,0.175824176,0.615384615,0.263736264,0.692307692,0.362637363,0.747252747,1,-0.010989011,1.010989011,0.10989011,1,0.21978022,0.978021978,0.32967033,0.945054945,0.43956044,0.89010989,0.538461538,0.813186813,0.626373626,0.725274725,0.692307692,0.615384615,0.758241758,"a"
0.4921875,0.8125,0,0,0,0.109375,0.0078125,0.2265625,0.03125,0.3359375,0.0625,0.4453125,0.1171875,0.546875,0.1875,0.640625,0.2734375,0.71875,0.3671875,0.78125,1,-0.0078125,1,0.1015625,0.9921875,0.21875,0.9765625,0.3359375,0.9375,0.4453125,0.875,0.546875,0.8046875,0.640625,0.71875,0.71875,0.6171875,0.78125,"a"
0.47311828,0.752688172,0,0,0.010752688,0.107526882,0.021505376,0.215053763,0.043010753,0.311827957,0.086021505,0.408602151,0.129032258,0.505376344,0.204301075,0.580645161,0.268817204,0.666666667,0.365591398,0.731182796,1,0,0.989247312,0.107526882,0.978494624,0.215053763,0.956989247,0.322580645,0.913978495,0.419354839,0.849462366,0.516129032,0.774193548,0.591397849,0.688172043,0.666666667,0.591397849,0.731182796,"b"
0.489361702,0.776595745,0,0,0,0.117021277,0.010638298,0.223404255,0.031914894,0.329787234,0.074468085,0.425531915,0.127659574,0.521276596,0.20212766,0.606382979,0.276595745,0.680851064,0.372340426,0.744680851,1,0,1,0.117021277,0.978723404,0.223404255,0.957446809,0.329787234,0.914893617,0.425531915,0.861702128,0.521276596,0.787234043,0.606382979,0.70212766,0.680851064,0.617021277,0.744680851,"b"
0.482014388,0.776978417,0,0,0.007194245,0.107913669,0.021582734,0.215827338,0.043165468,0.323741007,0.071942446,0.424460432,0.122302158,0.517985612,0.194244604,0.604316547,0.26618705,0.683453237,0.35971223,0.748201439,1,0,0.992805755,0.107913669,0.978417266,0.215827338,0.956834532,0.330935252,0.920863309,0.431654676,0.863309353,0.532374101,0.791366906,0.618705036,0.705035971,0.690647482,0.604316547,0.755395683,"b"
0.495798319,0.798319328,0,0,0,0.109243697,0.008403361,0.218487395,0.033613445,0.336134454,0.067226891,0.43697479,0.117647059,0.537815126,0.18487395,0.630252101,0.268907563,0.714285714,0.369747899,0.773109244,1,0,0.991596639,0.109243697,0.983193277,0.218487395,0.957983193,0.336134454,0.924369748,0.43697479,0.865546218,0.537815126,0.798319328,0.621848739,0.714285714,0.705882353,0.621848739,0.773109244,"a"
0.511450382,0.748091603,0,0,0,0.106870229,0.007633588,0.221374046,0.030534351,0.328244275,0.053435115,0.435114504,0.106870229,0.534351145,0.183206107,0.618320611,0.282442748,0.679389313,0.389312977,0.732824427,1,-0.007633588,1,0.106870229,0.992366412,0.213740458,0.977099237,0.320610687,0.954198473,0.427480916,0.900763359,0.526717557,0.832061069,0.610687023,0.740458015,0.679389313,0.641221374,0.72519084,"b"
0.505494505,0.791208791,0,0,0.010989011,0.10989011,0.021978022,0.21978022,0.043956044,0.32967033,0.087912088,0.428571429,0.131868132,0.527472527,0.208791209,0.615384615,0.285714286,0.703296703,0.384615385,0.769230769,1,0,0.989010989,0.10989011,0.978021978,0.21978022,0.945054945,0.32967033,0.912087912,0.428571429,0.857142857,0.527472527,0.791208791,0.615384615,0.714285714,0.703296703,0.626373626,0.769230769,"a"
0.506756757,0.783783784,0,0,0.006756757,0.114864865,0.013513514,0.222972973,0.040540541,0.331081081,0.067567568,0.439189189,0.121621622,0.540540541,0.195945946,0.621621622,0.277027027,0.702702703,0.378378378,0.763513514,1,-0.006756757,0.993243243,0.101351351,0.97972973,0.209459459,0.959459459,0.317567568,0.918918919,0.425675676,0.871621622,0.52027027,0.804054054,0.608108108,0.722972973,0.689189189,0.628378378,0.756756757,"b"
0.494736842,0.768421053,0,0,0,0.105263158,0.010526316,0.221052632,0.031578947,0.326315789,0.063157895,0.431578947,0.115789474,0.526315789,0.189473684,0.610526316,0.273684211,0.684210526,0.378947368,0.747368421,1,-0.010526316,1,0.105263158,0.989473684,0.210526316,0.968421053,0.315789474,0.936842105,0.431578947,0.884210526,0.526315789,0.810526316,0.610526316,0.726315789,0.684210526,0.621052632,0.747368421,"b"
0.504761905,0.80952381,0,0,0,0.114285714,0,0.238095238,0.019047619,0.352380952,0.038095238,0.466666667,0.095238095,0.580952381,0.171428571,0.666666667,0.266666667,0.742857143,0.380952381,0.79047619,1,0.00952381,1,0.123809524,1,0.238095238,0.980952381,0.352380952,0.952380952,0.466666667,0.904761905,0.571428571,0.838095238,0.666666667,0.742857143,0.733333333,0.638095238,0.79047619,"a"
0.482352941,0.776470588,0,0,0,0.105882353,0.011764706,0.211764706,0.023529412,0.329411765,0.058823529,0.435294118,0.105882353,0.529411765,0.176470588,0.611764706,0.258823529,0.694117647,0.364705882,0.752941176,1,0,1,0.105882353,0.988235294,0.223529412,0.976470588,0.329411765,0.941176471,0.447058824,0.882352941,0.541176471,0.811764706,0.623529412,0.717647059,0.694117647,0.611764706,0.752941176,"a"
0.514018692,0.803738318,0,0,0,0.112149533,0.009345794,0.224299065,0.037383178,0.336448598,0.065420561,0.448598131,0.121495327,0.551401869,0.196261682,0.635514019,0.280373832,0.719626168,0.38317757,0.785046729,1,-0.009345794,1,0.112149533,0.990654206,0.214953271,0.962616822,0.327102804,0.934579439,0.439252336,0.878504673,0.53271028,0.813084112,0.626168224,0.738317757,0.710280374,0.635514019,0.775700935,"a"
0.495238095,0.79047619,0,0,0.00952381,0.104761905,0.019047619,0.219047619,0.038095238,0.323809524,0.076190476,0.428571429,0.133333333,0.533333333,0.2,0.619047619,0.276190476,0.695238095,0.371428571,0.761904762,1,0.00952381,1,0.114285714,0.980952381,0.228571429,0.961904762,0.333333333,0.923809524,0.438095238,0.866666667,0.533333333,0.8,0.619047619,0.714285714,0.695238095,0.628571429,0.761904762,"a"
0.49,0.78,0,0,0,0.11,0.01,0.22,0.02,0.33,0.05,0.44,0.11,0.54,0.18,0.62,0.27,0.7,0.37,0.76,1,0,1.01,0.11,1,0.22,0.98,0.33,0.94,0.44,0.89,0.54,0.81,0.63,0.72,0.7,0.62,0.76,"a"
0.505494505,0.78021978,0,0,0,0.10989011,0.010989011,0.21978022,0.032967033,0.32967033,0.065934066,0.43956044,0.10989011,0.538461538,0.186813187,0.626373626,0.274725275,0.703296703,0.384615385,0.758241758,1,0.010989011,1,0.120879121,0.989010989,0.230769231,0.978021978,0.340659341,0.945054945,0.450549451,0.89010989,0.549450549,0.813186813,0.626373626,0.725274725,0.703296703,0.626373626,0.758241758,"a"
0.5,0.81,0,0,0,0.11,0.01,0.23,0.03,0.34,0.06,0.45,0.12,0.55,0.19,0.64,0.27,0.72,0.37,0.78,1,0.01,1,0.12,0.99,0.23,0.97,0.34,0.94,0.45,0.88,0.55,0.81,0.64,0.72,0.72,0.62,0.78,"a"
0.5,0.75,0,0,0.007352941,0.102941176,0.022058824,0.213235294,0.044117647,0.316176471,0.073529412,0.419117647,0.132352941,0.514705882,0.198529412,0.595588235,0.286764706,0.669117647,0.382352941,0.727941176,1,-0.007352941,0.992647059,0.102941176,0.985294118,0.213235294,0.963235294,0.316176471,0.926470588,0.419117647,0.875,0.514705882,0.801470588,0.595588235,0.720588235,0.669117647,0.625,0.727941176,"b"
0.5,0.803921569,0,0,0,0.107843137,0.019607843,0.225490196,0.039215686,0.333333333,0.068627451,0.441176471,0.12745098,0.539215686,0.196078431,0.637254902,0.274509804,0.715686275,0.37254902,0.784313725,1,0.009803922,1,0.117647059,0.980392157,0.225490196,0.960784314,0.343137255,0.921568627,0.450980392,0.87254902,0.549019608,0.803921569,0.637254902,0.715686275,0.715686275,0.62745098,0.784313725,"a"
